a = -230.610201; b = 3511718.077515; cout = 9634090322012.396484
a = 7023387.377571; b = 7713969.906471; cout = 8941347151589.769531
a = 7023388.809754; b = 7723834.416621; cout = 8941776921992.810547
a = 7023390.241937; b = 7733698.926770; cout = 8942402047438.175781
a = 7023391.674120; b = 7743563.436919; cout = 8943222527925.888672
a = 7023393.106303; b = 7753427.947069; cout = 8944238363455.865234
a = 7023394.538486; b = 7763292.457218; cout = 8945449554028.216797
a = 7023395.970669; b = 7773156.967368; cout = 8946856099642.837891
a = 7023397.402852; b = 7783021.477517; cout = 8948458000299.814453
a = 7023398.835035; b = 7792885.987666; cout = 8950255255999.066406
a = 7023400.267218; b = 7802750.497816; cout = 8952247866740.681641
a = 7023401.699401; b = 7812615.007965; cout = 8954435832524.582031
a = 7023403.131584; b = 7822479.518114; cout = 8956819153350.830078
a = 7023404.563767; b = 7832344.028264; cout = 8959397829219.382812
a = 7023405.995950; b = 7842208.538413; cout = 8962171860130.242188
a = 7023407.428133; b = 7852073.048563; cout = 8965141246083.417969
a = 7023408.860315; b = 7861937.558712; cout = 8968305987078.925781
a = 7023410.292498; b = 7871802.068861; cout = 8971666083116.771484
a = 7023411.724681; b = 7881666.579011; cout = 8975221534196.886719
a = 7023413.156864; b = 7891531.089160; cout = 8978972340319.335938
a = 7023414.589047; b = 7901395.599309; cout = 8982918501484.123047
a = 7023416.021230; b = 7911260.109459; cout = 8987060017691.212891
a = 7023417.453413; b = 7921124.619608; cout = 8991396888940.623047
a = 7023418.885596; b = 7930989.129758; cout = 8995929115232.369141
a = 7023420.317779; b = 7940853.639907; cout = 9000656696566.412109
a = 7023421.749962; b = 7950718.150056; cout = 9005579632942.738281
a = 7023423.182145; b = 7960582.660206; cout = 9010697924361.425781
a = 7023424.614328; b = 7970447.170355; cout = 9016011570822.468750
a = 7023426.046511; b = 7980311.680504; cout = 9021520572325.761719
a = 7023427.478694; b = 7990176.190654; cout = 9027224928871.394531
a = 7023428.910877; b = 8000040.700803; cout = 9033124640459.355469
a = 7023430.343060; b = 8009905.210952; cout = 9039219707089.619141
a = 7023431.775243; b = 8019769.721102; cout = 9045510128762.220703
a = 7023433.207426; b = 8029634.231251; cout = 9051995905477.130859
a = 7023434.639609; b = 8039498.741401; cout = 9058677037234.341797
a = 7023436.071792; b = 8049363.251550; cout = 9065553524033.904297
a = 7023437.503975; b = 8059227.761699; cout = 9072625365875.748047
a = 7023438.936158; b = 8069092.271849; cout = 9079892562759.951172
a = 7023440.368341; b = 8078956.781998; cout = 9087355114686.435547
a = 7023441.800524; b = 8088821.292147; cout = 9095013021655.240234
a = 7023443.232707; b = 8098685.802297; cout = 9102866283666.398438
a = 7023444.664890; b = 8108550.312446; cout = 9110914900719.820312
a = 7023446.097073; b = 8118414.822596; cout = 9119158872815.593750
a = 7023447.529256; b = 8128279.332745; cout = 9127598199953.685547
a = 7023448.961439; b = 8138143.842894; cout = 9136232882134.070312
a = 7023450.393622; b = 8148008.353044; cout = 9145062919356.806641
a = 7023451.825805; b = 8157872.863193; cout = 9154088311621.845703
a = 7023453.257988; b = 8167737.373342; cout = 9163309058929.214844
a = 7023454.690171; b = 8177601.883492; cout = 9172725161278.898438
a = 7023456.122354; b = 8187466.393641; cout = 9182336618670.875000
a = 7023457.554537; b = 8197330.903791; cout = 9192143431105.220703
a = 7023458.986720; b = 8207195.413940; cout = 9202145598581.814453
a = 7023460.418903; b = 8217059.924089; cout = 9212343121100.769531
a = 7023461.851086; b = 8226924.434239; cout = 9222735998662.039062
a = 7023463.283269; b = 8236788.944388; cout = 9233324231265.617188
a = 7023464.715452; b = 8246653.454537; cout = 9244107818911.533203
a = 7023466.147635; b = 8256517.964687; cout = 9255086761599.746094
a = 7023467.579818; b = 8266382.474836; cout = 9266261059330.275391
a = 7023469.012001; b = 8276246.984985; cout = 9277630712103.144531
a = 7023470.444184; b = 8286111.495135; cout = 9289195719918.312500
a = 7023471.876367; b = 8295976.005284; cout = 9300956082775.818359
a = 7023473.308550; b = 8305840.515434; cout = 9312911800675.601562
a = 7023474.740733; b = 8315705.025583; cout = 9325062873617.732422
a = 7023476.172916; b = 8325569.535732; cout = 9337409301602.181641
a = 7023477.605099; b = 8335434.045882; cout = 9349951084628.949219
a = 7023479.037281; b = 8345298.556031; cout = 9362688222698.041016
a = 7023480.469464; b = 8355163.066180; cout = 9375620715809.437500
a = 7023481.901647; b = 8365027.576330; cout = 9388748563963.126953
a = 7023483.333830; b = 8374892.086479; cout = 9402071767159.185547
a = 7023484.766013; b = 8384756.596629; cout = 9415590325397.519531
a = 7023486.198196; b = 8394621.106778; cout = 9429304238678.195312
a = 7023487.630379; b = 8404485.616927; cout = 9443213507001.222656
a = 7023489.062562; b = 8414350.127077; cout = 9457318130366.496094
a = 7023490.494745; b = 8424214.637226; cout = 9471618108774.123047
a = 7023491.926928; b = 8434079.147375; cout = 9486113442224.064453
a = 7023493.359111; b = 8443943.657525; cout = 9500804130716.333984
a = 7023494.791294; b = 8453808.167674; cout = 9515690174250.912109
a = 7023496.223477; b = 8463672.677824; cout = 9530771572827.789062
a = 7023497.655660; b = 8473537.187973; cout = 9546048326446.992188
a = 7023499.087843; b = 8483401.698122; cout = 9561520435108.570312
a = 7023491.640639; b = 8493263.251381; cout = 8739488412036.344727
a = 7023492.084792; b = 8503127.432914; cout = 8748859217438.942383
a = 7023493.516975; b = 8512991.943063; cout = 8758431567286.897461
a = 7023494.949158; b = 8522856.453212; cout = 8768199272177.236328
a = 7023496.381341; b = 8532720.963362; cout = 8778162332109.848633
a = 7023497.813524; b = 8542585.473511; cout = 8788320747084.779297
a = 7023499.245707; b = 8552449.983661; cout = 8798674517102.037109
a = 7023500.677890; b = 8562314.493810; cout = 8809223642161.591797
a = 7023502.110073; b = 8572179.003959; cout = 8819968122263.521484
a = 7023503.542256; b = 8582043.514109; cout = 8830907957407.705078
a = 7023504.974439; b = 8591908.024258; cout = 8842043147594.236328
a = 7033205.481699; b = 7201016.810887; cout = 8922934278890.972656
a = 7033206.913882; b = 7210881.321036; cout = 8916042049798.431641
a = 7033208.346065; b = 7220745.831186; cout = 8909345175748.183594
a = 7033209.778248; b = 7230610.341335; cout = 8902843656740.220703
a = 7033211.210431; b = 7240474.851485; cout = 8896537492774.605469
a = 7033212.642614; b = 7250339.361634; cout = 8890426683851.283203
a = 7033214.074797; b = 7260203.871783; cout = 8884511229970.332031
a = 7033215.506980; b = 7270068.381933; cout = 8878791131131.662109
a = 7033216.939163; b = 7279932.892082; cout = 8873266387335.310547
a = 7033218.371346; b = 7289797.402231; cout = 8867936998581.330078
a = 7033219.803529; b = 7299661.912381; cout = 8862802964869.572266
a = 7033221.235712; b = 7309526.422530; cout = 8857864286200.197266
a = 7033222.667895; b = 7319390.932680; cout = 8853120962573.142578
a = 7033224.100078; b = 7329255.442829; cout = 8848572993988.371094
a = 7033225.532261; b = 7339119.952978; cout = 8844220380445.949219
a = 7033226.964444; b = 7348984.463128; cout = 8840063121945.802734
a = 7033228.396627; b = 7358848.973277; cout = 8836101218488.035156
a = 7033229.828810; b = 7368713.483426; cout = 8832334670072.548828
a = 7033231.260993; b = 7378577.993576; cout = 8828763476699.349609
a = 7033232.693176; b = 7388442.503725; cout = 8825387638368.494141
a = 7033234.125359; b = 7398307.013875; cout = 8822207155079.970703
a = 7033235.557542; b = 7408171.524024; cout = 8819222026833.757812
a = 7033236.989725; b = 7418036.034173; cout = 8816432253629.853516
a = 7033238.421908; b = 7427900.544323; cout = 8813837835468.255859
a = 7033239.854091; b = 7437765.054472; cout = 8811438772349.029297
a = 7033241.286274; b = 7447629.564621; cout = 8809235064272.097656
a = 7033242.718457; b = 7457494.074771; cout = 8807226711237.466797
a = 7033244.150640; b = 7467358.584920; cout = 8805413713245.144531
a = 7033245.582823; b = 7477223.095069; cout = 8803796070295.169922
a = 7033247.015006; b = 7487087.605219; cout = 8802373782387.496094
a = 7033248.447189; b = 7496952.115368; cout = 8801146849522.144531
a = 7033249.879372; b = 7506816.625518; cout = 8800115271699.148438
a = 7033251.311555; b = 7516681.135667; cout = 8799279048918.400391
a = 7033252.743738; b = 7526545.645816; cout = 8798638181179.986328
a = 7033254.175921; b = 7536410.155966; cout = 8798192668483.921875
a = 7033255.608104; b = 7546274.666115; cout = 8797942510830.173828
a = 7033257.040287; b = 7556139.176264; cout = 8797887708218.748047
a = 7033258.472470; b = 7566003.686414; cout = 8798028260649.558594
a = 7033259.904652; b = 7575868.196563; cout = 8798364168122.769531
a = 7033261.336835; b = 7585732.706713; cout = 8798895430638.296875
a = 7033262.769018; b = 7595597.216862; cout = 8799622048196.097656
a = 7033264.201201; b = 7605461.727011; cout = 8800544020796.218750
a = 7033265.633384; b = 7615326.237161; cout = 8801661348438.695312
a = 7033267.065567; b = 7625190.747310; cout = 8802974031123.494141
a = 7033268.497750; b = 7635055.257459; cout = 8804482068850.613281
a = 7033269.929933; b = 7644919.767609; cout = 8806185461620.017578
a = 7033271.362116; b = 7654784.277758; cout = 8808084209431.716797
a = 7033272.794299; b = 7664648.787908; cout = 8810178312285.798828
a = 7033274.226482; b = 7674513.298057; cout = 8812467770182.162109
a = 7033275.658665; b = 7684377.808206; cout = 8814952583120.861328
a = 7033277.090848; b = 7694242.318356; cout = 8817632751101.841797
a = 7033278.523031; b = 7704106.828505; cout = 8820508274125.162109
a = 7033279.955214; b = 7713971.338654; cout = 8823579152190.826172
a = 7033281.387397; b = 7723835.848804; cout = 8826845385298.779297
a = 7033282.819580; b = 7733700.358953; cout = 8830306973449.044922
a = 7033284.251763; b = 7743564.869102; cout = 8833963916641.662109
a = 7033285.683946; b = 7753429.379252; cout = 8837816214876.554688
a = 7033287.116129; b = 7763293.889401; cout = 8841863868153.816406
a = 7033288.548312; b = 7773158.399551; cout = 8846106876473.332031
a = 7033289.980495; b = 7783022.909700; cout = 8850545239835.203125
a = 7033291.412678; b = 7792887.419849; cout = 8855178958239.380859
a = 7033292.844861; b = 7802751.929999; cout = 8860008031685.902344
a = 7033294.277044; b = 7812616.440148; cout = 8865032460174.742188
a = 7033295.709227; b = 7822480.950297; cout = 8870252243705.859375
a = 7033297.141410; b = 7832345.460447; cout = 8875667382279.326172
a = 7033298.573593; b = 7842209.970596; cout = 8881277875895.087891
a = 7033300.005776; b = 7852074.480746; cout = 8887083724553.189453
a = 7033301.437959; b = 7861938.990895; cout = 8893084928253.589844
a = 7033302.870142; b = 7871803.501044; cout = 8899281486996.335938
a = 7033304.302325; b = 7881668.011194; cout = 8905673400781.355469
a = 7033305.734508; b = 7891532.521343; cout = 8912260669608.740234
a = 7033307.166691; b = 7901397.031492; cout = 8919043293478.408203
a = 7033308.598874; b = 7911261.541642; cout = 8926021272390.408203
a = 7033310.031057; b = 7921126.051791; cout = 8933194606344.722656
a = 7033311.463240; b = 7930990.561941; cout = 8940563295341.357422
a = 7033312.895423; b = 7940855.072090; cout = 8948127339380.326172
a = 7033314.327606; b = 7950719.582239; cout = 8955886738461.599609
a = 7033315.759789; b = 7960584.092389; cout = 8963841492585.166016
a = 7033317.191972; b = 7970448.602538; cout = 8971991601751.078125
a = 7033318.624155; b = 7980313.112687; cout = 8980337065959.304688
a = 7033320.056338; b = 7990177.622837; cout = 8988877885209.861328
a = 7033321.488521; b = 8000042.132986; cout = 8997614059502.730469
a = 7033322.920704; b = 8009906.643135; cout = 9006545588837.886719
a = 7033324.352887; b = 8019771.153285; cout = 9015672473215.386719
a = 7033325.785070; b = 8029635.663434; cout = 9024994712635.205078
a = 7033327.217253; b = 8039500.173584; cout = 9034512307097.326172
a = 7033328.649435; b = 8049364.683733; cout = 9044225256601.779297
a = 7033330.081618; b = 8059229.193882; cout = 9054133561148.541016
a = 7033331.513801; b = 8069093.704032; cout = 9064237220737.650391
a = 7033332.945984; b = 8078958.214181; cout = 9074536235369.060547
a = 7033334.378167; b = 8088822.724330; cout = 9085030605042.769531
a = 7033335.810350; b = 8098687.234480; cout = 9095720329758.818359
a = 7033337.242533; b = 8108551.744629; cout = 9106605409517.148438
a = 7033338.674716; b = 8118416.254779; cout = 9117685844317.845703
a = 7033340.106899; b = 8128280.764928; cout = 9128961634160.820312
a = 7033341.539082; b = 8138145.275077; cout = 9140432779046.128906
a = 7033342.971265; b = 8148009.785227; cout = 9152099278973.750000
a = 7033344.403448; b = 8157874.295376; cout = 9163961133943.707031
a = 7033345.835631; b = 8167738.805525; cout = 9176018343955.976562
a = 7033347.267814; b = 8177603.315675; cout = 9188270909010.578125
a = 7033348.699997; b = 8187467.825824; cout = 9200718829107.453125
a = 7033350.132180; b = 8197332.335974; cout = 9213362104246.687500
a = 7033351.564363; b = 8207196.846123; cout = 9226200734428.220703
a = 7033352.996546; b = 8217061.356272; cout = 9239234719652.078125
a = 7033354.428729; b = 8226925.866422; cout = 9252464059918.242188
a = 7033355.860912; b = 8236790.376571; cout = 9265888755226.726562
a = 7033357.293095; b = 8246654.886720; cout = 9279508805577.558594
a = 7033358.725278; b = 8256519.396870; cout = 9293324210970.679688
a = 7033360.157461; b = 8266383.907019; cout = 9307334971406.103516
a = 7033361.589644; b = 8276248.417168; cout = 9321541086883.875000
a = 7033363.021827; b = 8286112.927318; cout = 9335942557403.955078
a = 7033364.454010; b = 8295977.437467; cout = 9350539382966.351562
a = 7033365.886193; b = 8305841.947617; cout = 9365331563571.087891
a = 7033367.318376; b = 8315706.457766; cout = 9380319099218.115234
a = 7033368.750559; b = 8325570.967915; cout = 9395501989907.460938
a = 7033370.182742; b = 8335435.478065; cout = 9410880235639.107422
a = 7033371.614925; b = 8345299.988214; cout = 9426453836413.107422
a = 7033373.047108; b = 8355164.498363; cout = 9442222792229.414062
a = 7033374.479291; b = 8365029.008513; cout = 9458187103088.039062
a = 7033375.911474; b = 8374893.518662; cout = 9474346768988.968750
a = 7033377.343657; b = 8384758.028812; cout = 9490701789932.267578
a = 7033378.775840; b = 8394622.538961; cout = 9507252165917.830078
a = 7033380.208023; b = 8404487.049110; cout = 9523997896945.726562
a = 7033381.640206; b = 8414351.559260; cout = 9540938983015.949219
a = 7033383.072389; b = 8424216.069409; cout = 9558075424128.470703
a = 7033384.504572; b = 8434080.579558; cout = 9575407220283.314453
a = 7033385.936755; b = 8443945.089708; cout = 9592934371480.466797
a = 7033387.368938; b = 8453809.599857; cout = 9610656877719.974609
a = 7033379.921733; b = 8463671.153116; cout = 8790793925594.395508
a = 7033380.365887; b = 8473535.334649; cout = 8802410332325.068359
a = 7033381.798070; b = 8483399.844798; cout = 8814233079751.019531
a = 7033383.230253; b = 8493264.354947; cout = 8826251182219.271484
a = 7043087.718120; b = 6993866.816084; cout = 9085593757260.894531
a = 7043089.150303; b = 7003731.326233; cout = 9083926445612.507812
a = 7043090.582486; b = 7013595.836383; cout = 9082454489006.498047
a = 7043072.280049; b = 7023457.060381; cout = 8819863229505.832031
a = 7043073.712232; b = 7033321.570531; cout = 8812291072356.439453
a = 7043075.144415; b = 7043186.080680; cout = 8804914270249.357422
a = 7043076.576598; b = 7053050.590830; cout = 8797732823184.626953
a = 7043078.008781; b = 7062915.100979; cout = 8790746731162.194336
a = 7043079.440964; b = 7072779.611128; cout = 8783955994182.079102
a = 7043080.873147; b = 7082644.121278; cout = 8777360612244.294922
a = 7043082.305330; b = 7092508.631427; cout = 8770960585348.823242
a = 7043083.737513; b = 7102373.141576; cout = 8764755913495.636719
a = 7043085.169696; b = 7112237.651726; cout = 8758746596684.787109
a = 7043086.601879; b = 7122102.161875; cout = 8752932634916.247070
a = 7043088.034062; b = 7131966.672024; cout = 8747314028190.073242
a = 7043089.466245; b = 7141831.182174; cout = 8741890776506.142578
